HGNC	Module_Label
RP5-1125A11.1	-
RP3-508I15.9	-
ARMCX3-AS1	-
LYPLA2P1	-
C19ORF24	-
RP11-186N15.3	-
AC016734.2	-
CYP4F29P	-
RP11-516A11.1	-
RP11-730A19.5	-
AC004448.4	-
AP001496.1	-
RP11-181E22.1	-
AC015971.2	-
SAR1P1	-
RP11-18B3.3	-
RP11-524L6.2	-
AC016697.2	-
RP11-216B9.6	-
AP001468.58	-
RP4-800M22.1	-
AC005013.5	-
AC004951.6	-
RP5-864K19.4	-
RP1-199J3.3	-
SDAD1P1	-
RP3-342P20.2	-
RP13-225O21.2	-
RPL15P18	-
MRPS29P2	-
RP11-183E9.3	-
RP4-763G1.1	-
AC068057.1	-
RP1-241P17.4	-
RP5-1053E7.1	-
RP11-345P4.5	-
RP3-341D10.4	-
HK2P1	-
RP3-434P1.6	-
ZNF883	-
RP3-399L15.3	-
RP11-321E8.2-001	-
AC090587.5	-
PSMD10P1	-
C5ORF65	-
RP11-251A15.4	-
AP001092.5	-
AC008781.7	-
RP11-309I15.1	-
RPL7L1P8	-
RP5-894A10.5	-
MRPL45P2	-
RP1-223B1.1	-
FAM207BP	-
AC073641.2	-
RP11-211G3.3	-
LAMTOR3P1	-
RP11-249L21.4	-
AC012123.1	-
RP11-112J3.15	-
AC007551.3	-
AC022098.2	-
UBAC2-AS1	-
AC004985.13	-
RP13-216E22.4	-
AC016722.4	-
AC002069.5	-
AC144521.1	-
RP5-1125A11.5	-
HCG23	-
RP11-286B14.1	-
RP11-364L4.1	-
EXOSC3P1	-
AC067945.3	-
RP11-272G22.3	-
RP11-266K22.2	-
AF127577.10	-
AC009945.3	-
CALM2P2	-
RP11-4M23.2	-
MED4-AS1	-
EIF4A1P10	-
TCP1P1	-
NAP1L1P2	-
TRAC	-
GDI2P1	-
AC069513.4	-
RP11-122C21.2	-
RP11-390B4.3	-
RP11-168O16.1	-
RP11-205M3.2	-
RP11-397O4.1	-
RP3-518E13.2	-
RP11-38L15.2	-
C20ORF127	-
FEM1AP1	-
AC023480.1	-
HNRNPA1P8	-
RP11-104G3.2	-
RP4-583P15.10	-
RP11-14I4.3	-
KRT8P12	-
RP5-1091N2.3	-
ACAP2-IT1	-
AC046143.3	-
AP000568.2	-
AP001065.3	-
AC090587.4	-
RP13-225O21.5	-
AC010975.1	-
HLA-DRB6	-
RP3-395M20.3	-
RP11-3L21.2	-
RALGAPA1P	-
RP11-262H14.5	-
RP1-92O14.6	-
PIP5K1P2	-
SPINK8	-
RGS17P1	-
LOC147976	-
ATP5A1P5	-
RP11-52J3.2	-
RP11-793E15.1	-
RP4-717I23.2	-
RP11-197P3.5	-
RP5-981O7.2	-
SUCLA2P3	-
MYL8P	-
PRDX3P1	-
RP4-713B5.2	-
NAMPTL	-
LINC00341	-
ZNF492	-
SNORD56	-
AC009237.1	-
RP11-21N7.2	-
SOS1-IT1	-
EIF2S2P2	-
EEF1DP3	-
RP11-314N13.3	-
RP11-159G9.5	-
AC010240.3	-
AC096649.2	-
MRPS18AP1	-
RP11-61L14.2	-
RP3-332O11.1	-
RP11-391M20.1	-
RPS15P5	-
XIST	-
ZNF688	-
CCNB1IP1P1	-
DDX50P1	-
RP1-308E4.1	-
C19ORF79	-
RP11-398K22.12	-
IMMTP1	-
AC004549.6	-
SEPT7P7	-
RP11-399E6.4	-
AC007014.1	-
KIF25-AS1	-
RP11-38L15.6	-
RP1-151F17.1	-
YWHAZP3	-
PRPS1L1	-
AC004797.1	-
RP13-766D20.1	-
RP11-118H4.1	-
AC091062.2	-
RP11-515K14.1	-
RP11-31E23.1	-
AKR1B1P1	-
ALMS1-IT1	-
ANKRD36BP2	-
FNTAP2	-
UBBP1	-
RP11-314A15.2	-
AL133245.1	-
CTA-929C8.8	-
HSPD1P6	-
RP11-195F19.9	-
MTAPP2	-
RP11-535K18.2	-
AC139143.2	-
RP4-613B23.1	-
AC104389.31	-
RP11-369J21.5	-
RP11-460C6.1	-
RP11-498J9.4	-
AC018463.4	-
RP5-997D16.2	-
RP5-1112D6.4	-
RP11-81G24.1	-
RP11-426A6.8	-
FTH1P5	-
AP000688.14	-
RP11-173G21.1	-
PHBP9	-
AC008738.2	-
RP1-40E16.9	-
RP4-758J18.8	-
AC013472.4	-
RP11-334J6.6	-
RP11-122K13.8	-
AC004074.3	-
RP11-560I19.4	-
AL022476.2	-
RP11-385F5.4	-
RP4-635E18.6	-
AC007308.1	-
RP11-388B24.3	-
RP11-809F4.2	-
AC009245.3	-
AC092667.2	-
SPTLC1P1	-
TCEA1P2	-
RP11-90J7.3	-
ARL2BPP7	-
RP1-43E13.2	-
AC004160.4	-
RP11-420G6.4	-
TFAMP1	-
RP11-85G18.4	-
ANKRD18B	-
PA2G4P4	-
ATP5G2P3	-
AC093734.11	-
RP11-416N4.4	-
AC011551.1	-
AC002472.9	-
HCG4P7	-
RP11-697K23.1	-
AC091133.1	-
RP11-305L7.1	-
RP3-428A13.1	-
RP11-74C13.3	-
CTB-89H12.4	-
RP11-517P14.2	-
CTC-228N24.1	-
AC019201.1	-
CALM1P2	-
ZNF32-AS2	-
SF3A3P1	-
RP11-390F4.8	-
CCT5P2	-
AC073958.2	-
RP11-367H5.7	-
ZMYM2-IT1	-
RP11-286H14.4	-
RP11-37E23.5	-
RP11-486B10.4	-
AC006039.4	-
SETP18	-
PABPC1P3	-
MRPL35P4	-
RP11-456E1.3	-
SHFM3P1	-
RP4-738P15.1	-
RP11-296L22.8	-
AC092171.4	-
SDAD1P2	-
RP11-420K5.1	-
ANKRD63	-
AC099535.4	-
CBX1P1	-
AC005532.5	-
CTD-2186M15.1	-
RP11-325P15.2	-
RP5-968J1.1	-
RP11-195E2.1	-
GOT2P2	-
AC073621.3	-
FBXW11P1	-
AC092338.5	-
PPIHP1	-
RP3-508I15.10	-
RP4-696P19.2	-
RP11-314C16.1	-
RP11-573D15.6	-
RP4-631H13.6	-
RP3-452M16.1	-
HHATL-AS1	-
AC079250.1	-
CTB-54D4.1	-
AC013275.2	-
RP1-140A9.1	-
HCG18	-
CTA-253N17.1	-
RP13-150K15.1	-
RP11-354M20.3	-
RP1-34H18.1	-
SPATA20P1	-
AF129075.5	-
RP5-1055C14.7	-
PTP4A1P1	-
RP11-617D20.1	-
COX11P1	-
RP11-384P7.3	-
YBX1P2	-
FAM58DP	-
RP11-38L15.3	-
FARP1-AS1	-
AC068490.2	-
ZNF826P	-
CTD-2593A12.4	-
RP11-127L20.6	-
SKP1P1	-
C1DP1	-
AC024168.2	-
RP11-436K8.1	-
AC125232.1	-
MIR137HG	-
RP13-347D8.1	-
EZH2P1	-
RPL36P2	-
AC007246.3	-
RPL34P1	-
VDAC1P6	-
RP3-426I6.2	-
AC111200.7	-
AC006028.11	-
RNF2P1	-
AC007395.4	-
RP11-144L1.8	-
RP11-553E5.1	-
AC024937.6	-
TIMM8AP1	-
AC018470.4	-
AC098850.1	-
CTA-246H3.11	-
PRDX3P2	-
AC096579.7	-
RP11-118B22.3	-
NMD3P2	-
AC002486.2	-
RSL24D1P11	-
USMG5P1	-
RP11-245P10.4	-
RP11-278J6.1	-
AC013272.3	-
AC034228.2	-
RP11-50E11.2	-
AC005224.2	-
AC009501.4	-
AP006216.11	-
GS1-542M4.3	-
RP11-82L18.4	-
AC011738.4	-
AC011742.3	-
RP5-827C21.4	-
AC144536.4	-
RP11-416K24.2	-
RP11-398F12.1	-
RP4-657D16.3	-
TSPAN19	-
RP11-204E9.1	-
AC092652.1	-
DLX6-AS1	-
RP4-594I10.2	-
RP5-1198E17.1	-
RP13-93L13.2	-
AC019097.7	-
C18ORF42	-
RP11-1A15.2	-
AC073342.12	-
RP11-206F17.2	-
AC012354.8	-
AC104655.2	-
RP11-327P2.5	-
AP000936.3	-
SNRPFP1	-
PRH1	-
AC093391.2	-
AC079354.5	-
AC016697.3	-
AC007383.4	-
AC144449.1	-
RP11-452K12.7	-
RP5-963E22.4	-
RP11-573D15.1	-
RP5-1007M22.2	-
CAP1P2	-
AC074183.4	-
LSM12P1	-
PSMD10P3	-
RP11-45J1.1	-
RP4-530I15.9	-
AC016724.6	-
RP11-307C12.11	-
AC012313.1	-
CCDC72	-
IMPDH1P10	-
ST13P4	-
AF277315.19	-
RP5-842K24.2	-
RP11-57C19.2	-
RP6-27P15.2	-
RP11-710N8.2	-
RP11-311P8.2	-
FTH1P7	-
AC098824.6	-
RP3-477M7.5	-
RP11-248C1.2	-
AC017080.1	-
RP11-92G12.3	-
BTF3L4P1	-
RP11-518D3.1	-
SLC6A1-AS1	-
RP11-557H15.4	-
AC009299.5	-
RP3-481A17.1	-
RP11-54B9.2	-
U73167.7	-
RP5-955M13.4	-
ATP5LP2	-
FTLP2	-
AF241726.2	-
RP11-136C24.1	-
AC016910.1	-
ZDHHC20P4	-
AC010677.5	-
AC069292.6	-
RP11-66B24.2	-
SKA2L	-
RP11-379J5.2	-
RP1-315G1.3	-
RP11-380M3.1	-
RP11-132A1.4	-
RP4-730K3.3	-
RP4-794H19.1	-
RP11-3J10.7	-
RP11-5P18.10	-
RP11-735A5.1	-
AL022069.1	-
RP11-224O19.2	-
RP4-654C18.1	-
MFAP1P1	-
AC069287.1	-
RP11-512F24.1	-
MRPL45P1	-
AC012507.3	-
RP11-51B10.3	-
RP11-14N7.2	-
AC027612.1	-
RP1-93C23.1	-
AC006026.10	-
GS1-124K5.12	-
RP4-591N18.2	-
AC079742.4	-
EEF1A1P3	-
AC013727.1	-
RP1-161N10.1	-
CTD-2012J19.1	-
RP11-175B9.2	-
HLA-DQB2	-
PRPS1P2	-
RP1-266L20.2	-
RP3-322G13.5	-
FAM136BP	-
IDI2-AS1	-
LDHBP1	-
PHBP10	-
RP11-126K1.2	-
ADH5P2	-
AC092296.1	-
RP11-388P9.2	-
RP4-669P10.16	-
RP11-403I13.5	-
RP11-321E8.1-001	-
RP11-402N18.1	-
ATP5G1P7	-
RP11-25G10.2	-
RP11-296O14.1	-
IKBKAP-IT1	-
ETF1P1	-
AC002480.3	-
RP11-498B4.5	-
RP5-871G17.5	-
AC067961.1	-
RP11-33N11.1	-
RP11-77G22.3	-
RP11-93B14.5	-
RP11-536K7.3	-
RPS2P32	-
RP5-896L10.1	-
AF196970.3	-
GSTO3P	-
LMLN-AS1	-
AL050321.1	-
RP5-961K14.1	-
CTD-2090I13.2	-
AC008888.7	-
AC019068.2	-
RP11-534I8.1	-
RP5-977B1.7	-
HSD17B7P1	-
USP12PY	-
DDX3YP1	-
AC090186.1	-
RP11-390F4.2	-
C7ORF40	-
RP11-332H17.1	-
RP11-141M1.4	-
AC067959.1	-
NALCN-AS1	-
RP11-42O15.2	-
RP4-725G10.4	-
CASK-AS1	-
FAM204BP	-
AC097523.1	-
RP11-490D19.8	-
EEF1A1P14	-
AC046143.7	-
RP1-178F15.3	-
SAR1AP4	-
ZFY-AS1	-
AC005009.2	-
RP11-5P18.5	-
SUCLA2P2	-
RP11-301L8.2	-
RAB1C	-
VN1R20P	-
CTAGE7P	-
RP11-220I1.1	-
RP1-67K17.3	-
AC097374.5	-
RP11-96C23.8	-
RP11-863K10.4	-
AC138150.4	-
RP11-421L21.3	-
GS1-304P7.1	-
AC108479.2	-
RP11-216N14.9	-
AC113189.5	-
HIST1H2AM	-
RP11-237F13__B.2	-
AC079807.2	-
RP11-12D5.5	-
GS1-257G1.1	-
AC007743.1	-
AC019181.2	-
AC006042.8	-
RP11-12C17.2	-
RP11-341B24.3	-
AC092159.2	-
OSTN-AS1	-
PFN1P1	-
RP1-12G14.7	-
RP11-552M11.2	-
ERP29P1	-
RP11-396K3.1	-
RP11-324F21.1	-
RP11-100E13.1	-
RP4-569D19.5	-
AC006504.1	-
RP11-458D21.1	-
RP4-621B10.6	-
TARDBPP1	-
RP11-296A18.5	-
RP1-212P9.3	-
AC109829.1	-
RP11-497D6.4	-
RP11-295G20.2	-
U40455.1	-
EEF1A1P6	-
TMEM238	-
ZNF197-AS1	-
RP11-570P14.1	-
RP11-322I2.2	-
RP11-547D24.1	-
AC012087.1	-
AL139035.1	-
RP5-1022P6.3	-
CYP51P2	-
RP4-665J23.1	-
TWIST2	-
RP11-422J8.1	-
CYP2T2P	-
AC018730.1	-
AC010095.6	-
AC093388.3	-
SPIN4-AS1	-
CALM2P4	-
PIRT	-
FDPSP6	-
RP11-483F11.5	-
GAS6-AS1	-
AC078937.4	-
RP5-1087E8.3	-
RP11-342M1.7	-
GOT2P3	-
RP11-109P14.9	-
RP11-567G24.3	-
RP5-1039K5.13	-
AC010997.1	-
CDC27P1	-
AC089999.1	-
RP11-535M15.2	-
ENOX1-AS1	-
AC073150.4	-
RP11-314A15.1	-
DPH3P1	-
RP11-307L3.2	-
AC022201.5	-
ADH5P4	-
RP11-359D14.2	-
AC012215.1	-
TTTY15	-
AC009302.2	-
RP11-126H7.3	-
RP1-136J15.5	-
RP11-61L14.6	-
GAPDHP68	-
RP4-650F12.2	-
RP11-65J3.1	-
RP11-298P6.2	-
RP11-154D17.1	-
RPS28	-
RP11-305F18.1	-
RP11-399H11.2	-
RP11-336N8.2	-
AC068535.1	-
RP11-87H9.2	-
AC005324.4	-
RPSAP14	-
CTD-3105H18.11	-
RP11-214N15.5	-
RPS3AP44	-
RP11-56M3.1	-
AC108059.1	-
RP11-247A12.1	-
RP11-165I9.4	-
RP5-1177M21.1	-
RP11-288G3.4	-
RPL13AP6	-
RP11-589E1.1	-
TRIM26	-
RP13-88F20.1	-
AC055764.1	-
ARHGEF19-AS1	-
AC108488.3	-
AC068057.2	-
SCYE1P	-
AL121963.1	-
AC004771.2	-
FHP1	-
TMEM229A	-
RP4-704D21.2	-
KCNH1-IT1	-
BOK-AS1	-
RP4-775C13.1	-
AC007308.6	-
CTC-507E12.1	-
AC007970.1	-
RP11-761N21.2	-
AC116366.6	-
RP11-54D18.4	-
OSTCP5	-
AC108724.1	-
AC012146.7	-
BCAS2P2	-
AC026462.1	-
AC009945.4	-
RP11-444I9.2	-
AF238380.5	-
XXBAC-BPG248L24.12	-
UBE2WP1	-
AC092171.1	-
RP11-706O15.3	-
AC006276.1	-
RP11-266I3.1	-
RP11-275I14.4	-
AC003665.1	-
RP11-392P7.2	-
GS1-124K5.10	-
PPP1R2P1	-
RP5-837D10.2	-
RP11-39K24.2	-
RP11-30L4.5	-
FAM133B	-
RP11-74C13.4	-
API5P1	-
RP13-158L7.2	-
COX6B1P1	-
RP11-179H18.4	-
RP3-398G3.3	-
RP11-253E3.1	-
AL356740.1	-
RP11-5P18.1	-
SNRK-AS1	-
AL162407.1	-
RP11-9E13.2	-
MED14-AS1	-
AC053503.6	-
AC009263.2	-
EIF3FP1	-
AC097523.2	-
RP4-753D10.3	-
AL162151.3	-
CHL1-AS1	-
RP11-262H14.3	-
FKBP1A-SDCBP2	-
NUS1P2	-
RP11-172F4.5	-
AC073283.4	-
GPR50-AS1	-
UPF3AP3	-
RP11-166B2.1	-
AC034228.4	-
RP11-335O13.7	-
RP11-483H20.4	-
RP11-426L16.7	-
PCMTD1P3	-
MORF4	-
RP11-241I20.5	-
RP11-288D15.1	-
AC092687.5	-
RP11-119H12.4	-
RP11-417B4.4	-
MIR155HG	-
AC008070.1	-
LINC00338	-
RP11-85O21.5	-
AC010883.5	-
SHISA8	-
FTH1P2	-
RP11-534L20.4	-
AC010132.11	-
RP11-140A10.3	-
AC092534.1	-
AC066593.1	-
C19ORF81	-
RP5-1099D15.1	-
RP11-397E7.3	-
RP5-1096D14.2	-
ZMYND10-AS1	-
AC069303.1	-
RP11-759L5.2	-
AC142528.1	-
RP11-108P2.1	-
AC010492.2	-
RP11-179G5.4	-
CHCHD2P6	-
AC011747.7	-
RP11-1217F2.1	-
RP11-329A14.1	-
ZNF323	-
FABP7P2	-
RP6-109B7.4	-
C12ORF75	-
RP11-613C6.4	-
AC026803.14	-
RP11-310H4.4	-
OR6E1P	-
AC092638.2	-
AC016712.2	-
RP11-419N10.5	-
AP000351.10	-
RP13-131K19.1	-
RP1-151B14.6	-
RP11-108M9.5	-
RP1-5O6.5	-
RP11-384B12.2	-
FAM103A2P	-
RP1-107N3.1	-
RP1-8B22.1	-
HLA-W	-
RP11-575L7.8	-
AC017116.8	-
RP11-574K11.20	-
COTL1P2	-
AC009963.6	-
RP11-509J21.3	-
AC016723.4	-
RP11-626A1.1	-
AC114730.11	-
SNRPGP10	-
RP4-764D2.1	-
RP11-332O19.5	-
RP11-327L3.1	-
EPN2-AS1	-
AC007041.2	-
RP11-357C3.3	-
ESRRAP2	-
PSMB3P2	-
RP1-279N11.1	-
RP11-480I12.2	-
EIF4A1P7	-
RP11-166O4.5	-
RP11-122G18.5	-
RP1-101G11.2	-
SNX19P2	-
RP4-639F20.1	-
RP11-693N9.2	-
TAB3-AS2	-
RP4-756G23.5	-
RP5-1073O3.7	-
RP11-230B22.1	-
AC087499.5	-
NDUFB11P1	-
AC005822.1	-
AC011450.2	-
NOL5BP	-
AC002310.1	-
NFAM1	-
AC007283.4	-
RP11-448G4.2	-
GAPDHP65	-
AC013402.2	-
RRM2P4	-
NSRP1P1	-
NUS1P1	-
RP11-545I5.3	-
AC090286.2	-
LDHAP2	-
AC008746.5	-
RP11-395P16.1	-
PA2G4P2	-
PCBP2P1	-
RP11-340I6.6	-
HMGN1P36	-
KIAA0040	-
MYL6P2	-
RP11-275O4.2	-
AC018816.4	-
LDHAP7	-
AC005540.3	-
B3GALT4	-
C9ORF31	-
GAPDHP31	-
RP11-335O4.3	-
FAR1P1	-
AC012379.1	-
CPB2-AS1	-
RBMS3-AS3	-
RP4-580O19.2	-
RP1-159A19.3	-
RP13-444K19.1	-
RP11-29H23.1	-
AC073109.2	-
AC007405.8	-
AC061961.2	-
COX7CP1	-
PNMA6C	-
RP3-470B24.5	-
AC013791.2	-
AC013470.6	-
MYCBP2-AS1	-
GSTM5P1	-
RP6-191P20.4	-
RP1-117O3.2	-
RP11-389O22.1	-
OR13E1P	-
AC015842.1	-
LDHAP3	-
ZBTB22	-
AC000110.1	-
AC010127.3	-
AC064853.2	-
RP11-413E6.7	-
AD000090.2	-
AC011816.3	-
RP11-264I13.2	-
AC006369.2	-
PPP1R11P1	-
VEZF1P1	-
AC093106.4	-
RP4-758J18.9	-
AC104389.32	-
RP11-144L1.2	-
RP11-263K19.6	-
NDP-AS1	-
CLEC2L	-
AC013463.2	-
AC104651.1	-
AC005300.5	-
RP3-486I3.5	-
AC005220.3	-
RP11-809F4.1	-
RP11-334A14.2	-
RP5-849L7.1	-
AC084809.3	-
DDX11L2	-
AC009237.11	-
AC097662.2	-
UBE2L5P	-
AC005154.5	-
RP4-785G19.2	-
RP11-104D3.2	-
AC002401.1	-
RP11-343L14.2	-
CTD-3105H18.8	-
EIF2S2P3	-
RP11-255J3.2	-
AC107081.5	-
ATP13A5-AS1	-
RP1-125I3.2	-
AC009413.2	-
AC006547.13	-
RP1-118J21.5	-
AC138655.6	-
HNRNPA3P5	-
AC105765.1	-
RANP1	-
EIF4A1P6	-
AC073343.8	-
AC100748.2	-
CCDC163P	-
RP11-211A18.1	-
HBXIPP1	-
CTA-221G9.10	-
AC005235.1	-
RP11-108L7.4	-
RP11-85O21.2	-
RP11-573I11.2	-
AL049636.1	-
MTX1P1	-
AC068282.3	-
BZW1P1	-
EIF1AP1	-
ARHGEF38	-
RP11-549A6.1	-
SMAD9-AS1	-
RP11-363I22.3	-
AC005592.1	-
CHST9-AS1	-
RP11-370B11.1	-
AC018642.1	-
C10ORF103	-
RP11-365O16.1	-
RP11-550E22.3	-
RP11-430C7.2	-
RP11-96L14.7	-
LINC00299	-
RP11-142L4.2	-
RPS3AP12	-
SNX25P1	-
BTF3P8	-
RP11-379D21.2	-
BCYRN1	-
AP000689.8	-
AC091633.2	-
LL22NC03-80A10.6	-
RP11-3D23.1	-
AC018737.1	-
AC007563.5	-
ASS1P7	-
RP11-1008C21.2	-
DNAJA1P2	-
RP11-390F4.6	-
RP11-439A17.7	-
RP11-753C18.7	-
C8ORF56	-
RP11-6B6.3	-
RP11-98G7.1	-
RP4-749H3.1	-
RP13-100A9.2	-
RP11-383C5.7	-
GAPDHP21	-
ZNRF2P1	-
RP11-428K13.1	-
ZEB1-AS1	-
RP4-669P10.18	-
AC083863.7	-
AC105399.2	-
COX5BP6	-
RP4-782G3.1	-
RP11-365O16.6	-
AC040160.1	-
AC073254.1	-
AC020594.5	-
ZNF503-AS2	-
MCFD2P1	-
RP11-296L22.4	-
AC007163.3	-
RP11-452K12.3	-
RP11-415D17.3	-
RP11-65F13.2	-
RP11-337C18.8	-
CDKN2AIPNL	-
RP11-118B22.2	-
RP1-102G20.2	-
RP11-193H5.1	-
FTH1P11	-
AC009948.3	-
GS1-124K5.4	-
AP000563.2	-
RP5-878I13.1	-
RP11-800K23.2	-
CTD-2522E6.4	-
AL079295.1	-
AC003043.2	-
PRSS56	-
RP11-511I2.5	-
CECR7	-
RGL2	-
CDC27P2	-
RP11-547I7.2	-
RP11-275O4.1	-
XXBAC-B135H6.15	-
RP4-803J11.2	-
RP11-500G10.1	-
PTP4A1P7	-
RP11-234P3.4	-
AC007383.5	-
RP11-571E6.1	-
RP11-72B4.2	-
RP11-690I21.1	-
CTD-3212A4.1	-
AC073834.3	-
RP11-169L17.5	-
AC113607.1	-
KRR1P1	-
RP3-514P16.1	-
RP5-1120P11.1	-
LINC00312	-
ATP5JP1	-
AC008937.2	-
EEF1A1P28	-
RP1-179N16.3	-
AC005041.9	-
UQCRBP1	-
RP3-423B22.5	-
RP13-75G22.1	-
EEF1A1P30	-
AC084031.1	-
RP11-512G13.1	-
RP11-344N10.2	-
AC003075.4	-
ZNF638-IT1	-
GFOD1-AS1	-
RP5-1041C10.3	-
RPL18AP16	-
RP11-472N13.3	-
RP11-400K9.4	-
PA2G4P1	-
AC133680.1	-
RP11-110J1.2	-
RP11-216M21.1	-
AC005332.1	-
RP11-332L8.1	-
RP6-24A23.3	-
AC097533.1	-
AC097500.2	-
LINC00398	-
AC073046.4	-
RP11-90H3.2	-
RP11-181B18.1	-
RP11-478H16.1	-
RP11-469E19.1	-
AC097523.3	-
RP11-5N23.2	-
RP11-7O11.3	-
PPIL1P1	-
RP11-20F24.5	-
TUBG1P	-
RP11-126K1.6	-
PTENP1	-
AP001046.5	-
RPL35P1	-
RP11-394D2.1	-
RP11-465N4.2	-
AC093110.3	-
AC012493.1	-
RP11-59K5.1	-
AC009133.1	-
RP11-432J22.2	-
AP002478.2	-
RP11-305M3.2	-
RP1-290I10.4	-
RP4-620F22.3	-
AC009948.7	-
LRRC37A2	-
RP3-469D22.1	-
RPL9P7	-
AC004893.10	-
RP11-350E12.5	-
RP3-347M6.2	-
CASC4P1	-
MLK7-AS1	-
RP11-108M9.4	-
AC008753.3	-
MLLT10P1	-
AC007560.1	-
RP11-686G8.1	-
AC068196.1	-
RP11-431J24.2	-
PARP4-AS1	-
AC129929.5	-
RP5-875H3.2	-
GCFC1-AS1	-
RP11-31F15.2	-
RP4-796F18.2	-
RP11-472B18.2	-
TARDBPP2	-
AC093590.1	-
RP11-69L16.4	-
MKRN4P	-
C9ORF69	-
RP4-740C4.5	-
MYO5BP2	-
RP11-342D11.2	-
AB019439.68	-
RP11-245J24.1	-
RP11-803B1.5	-
RP11-436D10.3	-
SLC35E1P1	-
RP11-656D10.3	-
SNOU13	-
SNORD97	-
SCARNA7	-
AL031431.1	-
HAR1F	-
SCARNA2	-
RNU7-1	-
SNORA47	-
SCARNA10	-
SNORD108	-
SNOU13	-
SNOU13	-
SNORD13	-
AC092143.1	-
SNORD5	-
RP11-380I10.1	-
AC093484.4	-
RP11-85F14.5	-
RP11-379K17.4	-
RP11-173M1.1	-
AC008280.5	-
RP11-365F18.3	-
RP11-22N12.1	-
TXNDC5	-
RP11-384F7.2	-
GATSL3	-
RP11-27I1.4	-
RP4-758J18.3	-
RNF103	-
RP11-449H3.2	-
AC016722.2	-
RP11-771F20.1	-
HNRNPA1P26	-
ALKBH6	-
ASB14	-
TMED10P2	-
LL0XNC01-237H1.2	-
ST3GAL6-AS1	-
RP11-561O4.1	-
KBTBD10	-
RP11-163E9.1	-
RP1-169K13.3	-
FLYWCH1P1	-
CADM2-AS1	-
MYLK-AS1	-
AC114498.1	-
AC004951.5	-
RP11-168J18.6	-
RP11-325F22.4	-
RP11-302B13.1	-
CTA-242H14.1	-
RP11-398K22.13	-
XXBAC-BPG55C20.1	-
NME1	-
AP006309.4	-
HLTF-AS1	-
RP4-800G7.1	-
AC116316.1	-
AC017116.11	-
AC079949.1	-
AC091189.1	-
WBP1	-
MRPS17	-
RP11-755B10.2	-
RP11-309L24.4	-
SUGT1P3	-
CTD-3116E22.2	-
RP11-229A12.4	-
RP11-767L7.1	-
DEFA3	-
AC004866.1	-
GET4	-
RP11-420J11.1	-
ADSL	-
RP11-959F10.1	-
AP001625.4	-
AC116340.1	-
AC079460.1	-
RP11-803B1.7	-
ZNRF2P2	-
RP11-163E9.2	-
RP11-79E3.1	-
AMY2B	-
AC098789.1	-
DDX50P2	-
RP11-572M11.4	-
PSMB9	-
RP11-254B13.1	-
RP11-58O9.1	-
ETF1P2	-
RP11-728B21.2	-
RP4-753P9.3	-
PCDHGC3	-
RP11-88H9.2	-
RP11-305M3.3	-
RP11-758P17.3	-
RP11-430C7.5	-
AC140481.7	-
TCAM1	-
RP11-240D10.2	-
RP11-499P20.2	-
AC010492.5	-
PPIL3	-
RPL23AP7	-
RP11-69H7.1	-
RP11-255E6.1	-
CTD-2061E19.1	-
RP11-4K3__A.2	-
RP4-584D14.5	-
PHBP8	-
RP11-96C23.7	-
RP11-63E16.1	-
SETP14	-
RP11-160A10.3	-
AL589765.1	-
RP11-429G19.3	-
RP11-247I13.7	-
RPL3P9	-
RP1-184J9.2	-
RP11-775D22.3	-
RP11-20L24.1	-
RP11-247I13.11	-
RP11-1348G14.1	-
AC068594.1	-
RP11-286H14.6	-
RP11-102M11.1	-
LRRD1	-
RP11-465L10.7	-
RP11-553D4.2	-
ERLEC1P1	-
RP11-155G14.5	-
RP11-25I15.1	-
AC098831.4	-
PCDHGC5	-
RP11-615J4.4	-
CTD-3236F5.1	-
RP11-550F7.1	-
RP11-119K6.5	-
AC112777.1	-
RP1-211D12.3	-
TMEM189	-
RDH14	-
RP11-174O3.1	-
RP4-726N20.2	-
RP11-48B14.1	-
AC010082.1	-
RPL15P2	-
RP11-518L10.2	-
RP11-79D8.2	-
RP11-119H12.1	-
SEPT7P6	-
RP11-727A23.1	-
TIGD1L2	-
CTD-3141N22.1	-
RP4-714D9.2	-
RP11-488C13.1	-
RP11-657G2.1	-
RP11-129B22.1	-
AP001347.1	-
C7ORF36	-
Z97634.3	-
ADAMTS9-AS1	-
RP11-446H18.1	-
RP11-379B18.4	-
AC110615.1	-
CTC-451A6.1	-
XXBAC-BPG254F23.6	-
AC002467.5	-
WWTR1-AS1	-
RP11-807G9.2	-
RP11-71L14.1	-
RPL36A	-
RP11-758P17.2	-
AL606830.1	-
RP11-512H23.2	-
EEF1A1P25	-
RP11-17A4.1	-
RP11-336K24.4	-
RP11-204J18.3	-
RP11-598P12.1	-
AC064836.1	-
ARHGAP8	-
RP11-161I10.1	-
PSMC1P1	-
AC108004.3	-
AC006368.1	-
CBX5P1	-
RP11-767L7.2	-
ARPC4	-
RP11-372E1.6	-
PRICKLE2-AS1	-
UBA52P7	-
ARPC1A	-
RP4-735C1.4	-
AP001062.8	-
RP11-38P22.2	-
RP11-941H19.1	-
RPSAP52	-
AC002467.7	-
RP11-555M1.3	-
AC092620.2	-
AL161626.1	-
ENO1P4	-
RP1-20N2.4	-
C8ORF58	-
KALP	-
PISD	-
RP11-425I13.1	-
RP11-278L15.3	-
PWP2	-
AL133512.1	-
AKAP2	-
